src	tgt
yson bnam dua hlao-ne	Y Sơn đã tìm một ngọn núi
hrin bnam ngui-ma	H'Rin không làm ngọn núi
pang brah-tao hlao-ne	cái nồi đã tìm những khu rừng
ybhok brah bar prong cha-ma	Y Bhôk không ăn hai khu rừng to
mi mi hmang	người mẹ thấy người mẹ
bok mi-tao krah cha	người thầy ăn những người mẹ cũ
ybhok bok ntik nhu	Y Bhôk uống người thầy nhỏ
brah plei-tao cha-ne	khu rừng đã ăn những bản làng
ako plei cha	con chó ăn bản làng
ako plei prong hmang	con chó thấy bản làng to
pang hina ngui-ne-ma	cái nồi đã không làm con cá
ako hina-tao hmang-ne	con chó đã thấy những con cá
yson dak cha	Y Sơn ăn dòng sông
rong brah tuk-ma	cái nhà không mang khu rừng
padi mi tuk	cây lúa mang người mẹ
pang dak-tao krah ei-ne	cái nồi đã cho những dòng sông cũ
ybhok kon ei-ma	Y Bhôk không cho đứa trẻ
yson kata-tao krah hlao	Y Sơn tìm những con gà cũ
ybhok dak ntik ei-ne	Y Bhôk đã cho dòng sông nhỏ
kon rong mahe tec-ma	đứa trẻ không bán cái nhà mới
hrin mi puon tuk-ne-ma	H'Rin đã không mang bốn người mẹ
brah bok puon cha	khu rừng ăn bốn người thầy
hina dak mahe hmang-ne	con cá đã thấy dòng sông mới
bnam pang krah gu	ngọn núi bắt cái nồi cũ
yson pa mahe cha	Y Sơn ăn người cha mới
pang kon pei ei	cái nồi cho ba đứa trẻ
ykrong pang prong ei-ne-ma	Y Krông đã không cho cái nồi to
krao dak dua krah ei-ne-ma	con trâu đã không cho một dòng sông cũ
hling hina pei hmang-ne-ma	H'Linh đã không thấy ba con cá
ybhok krao bar mahe ei-ne	Y Bhôk đã cho hai con trâu mới
dak bnam dua ntik cha	dòng sông ăn một ngọn núi nhỏ
hling hina bar hmang-ne	H'Linh đã thấy hai con cá
pa pa mahe cha	người cha ăn người cha mới
bnam dak om	ngọn núi nấu dòng sông
pa miu puon ei	người cha cho bốn con mèo
miu bok tuk-ne	con mèo đã mang người thầy
hling miu poh cha	H'Linh ăn năm con mèo
hnga pa poh ei-ne	H'Nga đã cho năm người cha
hling ako hlao-ne	H'Linh đã tìm con chó
padi kon tuk	cây lúa mang đứa trẻ
yson krao prong cha	Y Sơn ăn con trâu to
rong brah pei ei-ne	cái nhà đã cho ba khu rừng
kon mi ntik om-ne	đứa trẻ đã nấu người mẹ nhỏ
pang dak-tao tuk	cái nồi mang những dòng sông
kon mi-tao hmang	đứa trẻ thấy những người mẹ
rong plei tuk	cái nhà mang bản làng
hnga kon bar ngui-ne-ma	H'Nga đã không làm hai đứa trẻ
ykrong pang hmang	Y Krông thấy cái nồi
kon kata poh cha-ne	đứa trẻ đã ăn năm con gà
hina rong dua ei-ma	con cá không cho một cái nhà
hnga dak ei	H'Nga cho dòng sông
rong ako nhu-ne	cái nhà đã uống con chó
pang bnam-tao krah ei-ne	cái nồi đã cho những ngọn núi cũ
bok kon tec	người thầy bán đứa trẻ
hina bnam mahe hmang	con cá thấy ngọn núi mới
hina bnam tec-ma	con cá không bán ngọn núi
padi kata ei-ne-ma	cây lúa đã không cho con gà
brah padi ngui-ma	khu rừng không làm cây lúa
brah pang poh om-ma	khu rừng không nấu năm cái nồi
kon miu cha-ne-ma	đứa trẻ đã không ăn con mèo
ybhok kata tec-ma	Y Bhôk không bán con gà
padi miu-tao nhu-ma	cây lúa không uống những con mèo
hling bok cha	H'Linh ăn người thầy
hrin pang krah hlao	H'Rin tìm cái nồi cũ
kata dak ntik gu-ne	con gà đã bắt dòng sông nhỏ
ykrong kata poh nhu	Y Krông uống năm con gà
hina brah ei	con cá cho khu rừng
plei bok dua krah cha-ma	bản làng không ăn một người thầy cũ
pa plei poh liem cha	người cha ăn năm bản làng đẹp
krao dak liem cha	con trâu ăn dòng sông đẹp
rong bok-tao ntik ei	cái nhà cho những người thầy nhỏ
pa bnam ei-ne	người cha đã cho ngọn núi
dak pa poh hlao-ne	dòng sông đã tìm năm người cha
bok dak-tao om-ne	người thầy đã nấu những dòng sông
ykrong krao-tao hmang	Y Krông thấy những con trâu
brah hina-tao prong tec	khu rừng bán những con cá to
yson kata-tao mahe tuk-ne	Y Sơn đã mang những con gà mới
ako pang-tao ei-ne-ma	con chó đã không cho những cái nồi
hina plei hmang-ne	con cá đã thấy bản làng
hnga padi cha	H'Nga ăn cây lúa
ako padi hmang-ne	con chó đã thấy cây lúa
pang miu pei mahe ngui-ma	cái nồi không làm ba con mèo mới
pang miu-tao prong tec	cái nồi bán những con mèo to
bnam brah pei tec-ne	ngọn núi đã bán ba khu rừng
miu mi-tao cha-ma	con mèo không ăn những người mẹ
hling padi hlao	H'Linh tìm cây lúa
yson pang poh hmang	Y Sơn thấy năm cái nồi
kata hina ngui	con gà làm con cá
miu pang puon hmang-ne-ma	con mèo đã không thấy bốn cái nồi
rong mi ntik nhu	cái nhà uống người mẹ nhỏ
kon mi poh ntik tec	đứa trẻ bán năm người mẹ nhỏ
miu padi hlao-ne	con mèo đã tìm cây lúa
kata kon mahe gu-ma	con gà không bắt đứa trẻ mới
dak brah puon tuk-ma	dòng sông không mang bốn khu rừng
ykrong hina prong tec-ne	Y Krông đã bán con cá to
krao pa bar ei-ma	con trâu không cho hai người cha
dak padi ntik om-ne-ma	dòng sông đã không nấu cây lúa nhỏ
kata bnam poh om	con gà nấu năm ngọn núi
brah bnam om	khu rừng nấu ngọn núi
ykrong pang dua tuk-ma	Y Krông không mang một cái nồi
ykrong padi poh tec	Y Krông bán năm cây lúa
krao mi prong nhu	con trâu uống người mẹ to
hnga hina hlao-ne	H'Nga đã tìm con cá
ybhok krao bar ngui	Y Bhôk làm hai con trâu
mi plei-tao gu-ne	người mẹ đã bắt những bản làng
dak plei mahe om	dòng sông nấu bản làng mới
mi krao puon om-ne	người mẹ đã nấu bốn con trâu
ykrong hina dua prong ngui-ne	Y Krông đã làm một con cá to
ako ako liem nhu-ma	con chó không uống con chó đẹp
krao pa ei	con trâu cho người cha
pang padi bar hmang-ne	cái nồi đã thấy hai cây lúa
mi brah poh ntik hlao	người mẹ tìm năm khu rừng nhỏ
krao hina-tao tec-ne-ma	con trâu đã không bán những con cá
ako krao ngui-ne-ma	con chó đã không làm con trâu
hling pa-tao tuk-ma	H'Linh không mang những người cha
bnam kon pei cha	ngọn núi ăn ba đứa trẻ
yson rong-tao ngui	Y Sơn làm những cái nhà
krao kata ei	con trâu cho con gà
rong pang bar mahe hmang	cái nhà thấy hai cái nồi mới
kata ako nhu-ma	con gà không uống con chó
yson bnam krah hmang	Y Sơn thấy ngọn núi cũ
dak dak-tao ngui-ne	dòng sông đã làm những dòng sông
hina padi tuk	con cá mang cây lúa
bok miu-tao gu	người thầy bắt những con mèo
hrin bnam tuk	H'Rin mang ngọn núi
ykrong kata poh tec-ne-ma	Y Krông đã không bán năm con gà
hling pang gu	H'Linh bắt cái nồi
miu pa pei krah gu	con mèo bắt ba người cha cũ
rong pa hlao	cái nhà tìm người cha
ybhok kata mahe tuk-ne	Y Bhôk đã mang con gà mới
plei pa hmang-ne	bản làng đã thấy người cha
bok dak-tao hmang-ma	người thầy không thấy những dòng sông
kon mi ntik ei	đứa trẻ cho người mẹ nhỏ
dak ako cha	dòng sông ăn con chó
mi ako poh krah om-ne	người mẹ đã nấu năm con chó cũ
plei bnam nhu-ma	bản làng không uống ngọn núi
mi krao-tao ei	người mẹ cho những con trâu
miu miu-tao cha	con mèo ăn những con mèo
krao bnam-tao ntik om	con trâu nấu những ngọn núi nhỏ
ybhok bok-tao ntik tec	Y Bhôk bán những người thầy nhỏ
brah dak puon ntik om	khu rừng nấu bốn dòng sông nhỏ
hnga plei dua liem hlao	H'Nga tìm một bản làng đẹp
ykrong kata ntik tuk	Y Krông mang con gà nhỏ
hling krao-tao prong hlao	H'Linh tìm những con trâu to
pa mi poh ntik om	người cha nấu năm người mẹ nhỏ
bok brah-tao tec-ne	người thầy đã bán những khu rừng
hrin miu hlao-ma	H'Rin không tìm con mèo
dak hina nhu-ne	dòng sông đã uống con cá
ykrong ako-tao gu-ne-ma	Y Krông đã không bắt những con chó
hnga bok ngui	H'Nga làm người thầy
hina dak poh mahe ngui-ne-ma	con cá đã không làm năm dòng sông mới
ako plei mahe ngui	con chó làm bản làng mới
ybhok krao poh cha-ne	Y Bhôk đã ăn năm con trâu
hling plei krah om	H'Linh nấu bản làng cũ
hrin bnam prong hmang	H'Rin thấy ngọn núi to
hling dak puon hmang	H'Linh thấy bốn dòng sông
bok ako puon mahe om	người thầy nấu bốn con chó mới
rong padi hmang	cái nhà thấy cây lúa
pa kata-tao krah hmang-ne	người cha đã thấy những con gà cũ
plei bnam-tao nhu	bản làng uống những ngọn núi
ykrong bok mahe ei-ma	Y Krông không cho người thầy mới
bnam rong-tao krah nhu	ngọn núi uống những cái nhà cũ
bok hina tuk	người thầy mang con cá
pang ako-tao cha-ne	cái nồi đã ăn những con chó
bok bnam-tao ei-ma	người thầy không cho những ngọn núi
krao pang-tao gu	con trâu bắt những cái nồi
padi pa hmang-ne-ma	cây lúa đã không thấy người cha
kata rong-tao liem tec-ne	con gà đã bán những cái nhà đẹp
miu bok-tao hlao	con mèo tìm những người thầy
padi kon tec	cây lúa bán đứa trẻ
kon padi ngui-ma	đứa trẻ không làm cây lúa
krao mi-tao liem tuk-ne-ma	con trâu đã không mang những người mẹ đẹp
rong krao bar hmang-ma	cái nhà không thấy hai con trâu
hina kata pei krah nhu	con cá uống ba con gà cũ
ykrong hina-tao gu	Y Krông bắt những con cá
hina dak-tao ei-ne-ma	con cá đã không cho những dòng sông
hnga ako hmang-ne	H'Nga đã thấy con chó
yson plei-tao prong tuk	Y Sơn mang những bản làng to
ako mi puon krah ngui	con chó làm bốn người mẹ cũ
miu padi dua tuk-ma	con mèo không mang một cây lúa
rong dak nhu-ne	cái nhà đã uống dòng sông
krao pa-tao nhu-ne	con trâu đã uống những người cha
hrin bok tec	H'Rin bán người thầy
hnga ako-tao hlao-ne	H'Nga đã tìm những con chó
pa bok puon mahe ei-ne-ma	người cha đã không cho bốn người thầy mới
ybhok pang tec	Y Bhôk bán cái nồi
pang ako ei-ne-ma	cái nồi đã không cho con chó
ykrong brah bar cha	Y Krông ăn hai khu rừng
dak bok-tao krah hmang-ne-ma	dòng sông đã không thấy những người thầy cũ
hina pang ngui-ne	con cá đã làm cái nồi
brah rong cha-ne	khu rừng đã ăn cái nhà
ako pang dua nhu	con chó uống một cái nồi
ybhok plei bar hmang-ne	Y Bhôk đã thấy hai bản làng
ybhok plei mahe cha-ne	Y Bhôk đã ăn bản làng mới
ybhok brah krah nhu	Y Bhôk uống khu rừng cũ
dak miu liem tec-ne-ma	dòng sông đã không bán con mèo đẹp
plei krao liem ngui-ma	bản làng không làm con trâu đẹp
hrin padi hmang	H'Rin thấy cây lúa
rong bnam-tao prong cha	cái nhà ăn những ngọn núi to
hnga pa hmang-ne	H'Nga đã thấy người cha
ykrong hina bar hmang-ma	Y Krông không thấy hai con cá
dak kata-tao ngui	dòng sông làm những con gà
ybhok kata om	Y Bhôk nấu con gà
hnga kata-tao cha	H'Nga ăn những con gà
ykrong dak pei ngui	Y Krông làm ba dòng sông
bok rong ngui-ne-ma	người thầy đã không làm cái nhà
yson mi-tao liem om-ne	Y Sơn đã nấu những người mẹ đẹp
brah kata pei tec	khu rừng bán ba con gà
bnam kon cha	ngọn núi ăn đứa trẻ
pa miu-tao hlao-ne	người cha đã tìm những con mèo
yson ako ngui	Y Sơn làm con chó
kata bnam prong hlao	con gà tìm ngọn núi to
ako pang poh krah nhu	con chó uống năm cái nồi cũ
ykrong krao poh liem ngui	Y Krông làm năm con trâu đẹp
ykrong rong tuk-ne	Y Krông đã mang cái nhà
bok pang tec	người thầy bán cái nồi
hrin kata-tao gu	H'Rin bắt những con gà
plei pa prong hlao-ne	bản làng đã tìm người cha to
hling padi liem gu-ne	H'Linh đã bắt cây lúa đẹp
bnam brah-tao ngui	ngọn núi làm những khu rừng
dak miu om	dòng sông nấu con mèo
kon pang-tao ntik ngui-ma	đứa trẻ không làm những cái nồi nhỏ
bnam kata krah ngui-ne	ngọn núi đã làm con gà cũ
kata bnam-tao nhu	con gà uống những ngọn núi
krao krao hlao-ne	con trâu đã tìm con trâu
ykrong bok om	Y Krông nấu người thầy
pang brah mahe hlao-ne	cái nồi đã tìm khu rừng mới
yson miu-tao tec-ma	Y Sơn không bán những con mèo
kata kon poh ei	con gà cho năm đứa trẻ
bok krao dua prong om-ne	người thầy đã nấu một con trâu to
padi krao pei ngui	cây lúa làm ba con trâu
hina mi-tao mahe hmang	con cá thấy những người mẹ mới
mi pang mahe hlao	người mẹ tìm cái nồi mới
hnga mi puon om	H'Nga nấu bốn người mẹ
krao kon tec-ne-ma	con trâu đã không bán đứa trẻ
hrin pang hmang	H'Rin thấy cái nồi
hina ako ntik om	con cá nấu con chó nhỏ
kata brah-tao hlao-ne	con gà đã tìm những khu rừng
rong rong ngui-ne	cái nhà đã làm cái nhà
brah rong ei	khu rừng cho cái nhà
bok dak dua krah tuk	người thầy mang một dòng sông cũ
bnam miu-tao ngui	ngọn núi làm những con mèo
ykrong rong-tao hlao-ma	Y Krông không tìm những cái nhà
miu brah-tao gu-ne	con mèo đã bắt những khu rừng
kata ako ei	con gà cho con chó
mi kata-tao prong ngui	người mẹ làm những con gà to
kata ako hlao-ne	con gà đã tìm con chó
rong hina ngui	cái nhà làm con cá
krao pang cha	con trâu ăn cái nồi
ybhok mi hmang-ne	Y Bhôk đã thấy người mẹ
plei kata om-ne	bản làng đã nấu con gà
kon bok gu-ma	đứa trẻ không bắt người thầy
padi mi poh krah nhu	cây lúa uống năm người mẹ cũ
pang mi hmang	cái nồi thấy người mẹ
bnam mi puon ntik tec-ne-ma	ngọn núi đã không bán bốn người mẹ nhỏ
yson hina dua tec-ne	Y Sơn đã bán một con cá
ybhok miu gu-ne	Y Bhôk đã bắt con mèo
padi miu hlao-ma	cây lúa không tìm con mèo
hrin kata mahe gu	H'Rin bắt con gà mới
dak kon hmang-ne	dòng sông đã thấy đứa trẻ
yson bnam-tao tuk-ne	Y Sơn đã mang những ngọn núi
pang miu mahe cha	cái nồi ăn con mèo mới
yson krao-tao prong tec-ne	Y Sơn đã bán những con trâu to
krao brah nhu	con trâu uống khu rừng
krao dak liem gu-ne-ma	con trâu đã không bắt dòng sông đẹp
ykrong rong poh mahe om-ne	Y Krông đã nấu năm cái nhà mới
ykrong bok om-ma	Y Krông không nấu người thầy
dak krao gu	dòng sông bắt con trâu
hnga krao ngui-ne	H'Nga đã làm con trâu
ybhok pa hlao	Y Bhôk tìm người cha
hling plei-tao tec	H'Linh bán những bản làng
ybhok mi dua om-ne	Y Bhôk đã nấu một người mẹ
mi ako tec-ne	người mẹ đã bán con chó
mi ako bar cha	người mẹ ăn hai con chó
hling krao tec	H'Linh bán con trâu
rong bnam dua gu-ne	cái nhà đã bắt một ngọn núi
hnga plei-tao nhu-ne-ma	H'Nga đã không uống những bản làng
padi bok ntik tec	cây lúa bán người thầy nhỏ
brah brah tec	khu rừng bán khu rừng
yson pa ntik om-ma	Y Sơn không nấu người cha nhỏ
hrin rong pei liem hlao	H'Rin tìm ba cái nhà đẹp
dak kata prong tuk-ne	dòng sông đã mang con gà to
hling dak pei tec	H'Linh bán ba dòng sông
ako ako mahe om	con chó nấu con chó mới
ykrong pang krah tec-ne	Y Krông đã bán cái nồi cũ
hling kon-tao tec	H'Linh bán những đứa trẻ
hrin hina gu-ne	H'Rin đã bắt con cá
hling brah tec	H'Linh bán khu rừng
padi rong gu-ne	cây lúa đã bắt cái nhà
yson pang pei gu	Y Sơn bắt ba cái nồi
hrin dak-tao gu	H'Rin bắt những dòng sông
yson pang nhu	Y Sơn uống cái nồi
ybhok rong-tao krah nhu	Y Bhôk uống những cái nhà cũ
hina brah pei gu	con cá bắt ba khu rừng
hling kata puon ngui-ne-ma	H'Linh đã không làm bốn con gà
hnga mi ei-ma	H'Nga không cho người mẹ
hrin pa prong nhu-ne	H'Rin đã uống người cha to
miu kon dua hlao-ne	con mèo đã tìm một đứa trẻ
bnam brah ei-ne	ngọn núi đã cho khu rừng
yson brah ntik nhu	Y Sơn uống khu rừng nhỏ
bnam brah poh tuk-ne	ngọn núi đã mang năm khu rừng
yson hina om-ne	Y Sơn đã nấu con cá
hrin kon ntik hlao-ma	H'Rin không tìm đứa trẻ nhỏ
kata pang ngui-ne	con gà đã làm cái nồi
miu bnam tec	con mèo bán ngọn núi
padi padi gu-ma	cây lúa không bắt cây lúa
hling bok-tao krah tuk	H'Linh mang những người thầy cũ
hrin kata cha-ne	H'Rin đã ăn con gà
hnga pa liem tuk-ne	H'Nga đã mang người cha đẹp
hling bnam-tao liem gu	H'Linh bắt những ngọn núi đẹp
yson kon-tao om-ne	Y Sơn đã nấu những đứa trẻ
rong krao krah ei	cái nhà cho con trâu cũ
pang dak cha-ne	cái nồi đã ăn dòng sông
dak rong ntik gu-ne	dòng sông đã bắt cái nhà nhỏ
yson mi cha-ma	Y Sơn không ăn người mẹ
hrin pa-tao ei	H'Rin cho những người cha
kata bnam-tao mahe hmang	con gà thấy những ngọn núi mới
bnam miu pei hmang-ne	ngọn núi đã thấy ba con mèo
brah padi om	khu rừng nấu cây lúa
kata kon hlao-ne	con gà đã tìm đứa trẻ
mi ako hlao	người mẹ tìm con chó
hnga brah krah ngui-ne	H'Nga đã làm khu rừng cũ
brah plei nhu	khu rừng uống bản làng
bnam krao-tao ngui	ngọn núi làm những con trâu
hling hina dua ntik nhu	H'Linh uống một con cá nhỏ
